date,time,temperature,dew_point,humidity,wind,wind_speed,wind_gust,pressure,precip.,condition
2021-09-04,5:00 AM,77,77,100,VAR,2,0,29.76,0.0,Partly Cloudy
2021-08-28,12:00 PM,90,79,70,E,7,0,29.73,0.0,Partly Cloudy
2021-07-22,10:00 AM,77,75,94,VAR,3,0,29.76,0.0,Light Rain
2021-08-06,7:00 AM,82,79,89,WSW,10,0,29.76,0.0,Fair
2021-07-09,2:30 PM,84,73,70,W,9,0,29.67,0.0,Partly Cloudy
2021-08-24,12:30 PM,88,79,75,SE,7,0,29.67,0.0,Partly Cloudy
2021-07-01,12:00 PM,93,75,56,W,9,0,29.73,0.0,Mostly Cloudy
2021-07-29,3:00 AM,81,79,94,SW,7,0,29.67,0.0,Partly Cloudy
2021-07-19,8:30 AM,81,75,84,W,5,0,29.73,0.0,Mostly Cloudy
2021-07-30,3:30 PM,88,77,70,W,13,0,29.67,0.0,Partly Cloudy
2021-07-04,1:00 PM,86,82,89,NNE,6,0,29.67,0.0,Partly Cloudy
2021-07-16,10:30 AM,86,75,70,WNW,9,0,29.82,0.0,Partly Cloudy
2021-09-02,1:00 PM,88,77,70,SSE,6,0,29.7,0.0,Light Rain with Thunder
2021-07-01,7:30 PM,82,77,84,WSW,13,0,29.73,0.0,Partly Cloudy
2021-07-22,9:00 AM,75,73,94,W,6,0,29.76,0.0,Light Rain
2021-08-29,2:30 AM,75,75,100,VAR,2,0,29.7,0.0,Partly Cloudy
2021-08-25,11:30 AM,88,79,75,WSW,10,0,29.73,0.0,Partly Cloudy
2021-07-11,2:30 PM,95,72,47,VAR,3,0,29.67,0.0,Partly Cloudy
2021-07-06,8:30 PM,81,77,89,WSW,2,0,29.7,0.0,Mostly Cloudy
2021-07-31,10:30 AM,90,79,70,W,15,0,29.76,0.0,Mostly Cloudy
2021-08-25,7:30 AM,81,79,94,VAR,3,0,29.73,0.0,Mostly Cloudy
2021-08-05,3:30 PM,86,79,79,WSW,13,0,29.67,0.0,Partly Cloudy
2021-08-02,10:00 AM,86,79,79,W,16,0,29.73,0.0,Mostly Cloudy
2021-07-21,8:30 AM,84,81,89,SW,13,0,29.76,0.0,Partly Cloudy
2021-08-24,11:30 PM,79,79,100,VAR,3,0,29.76,0.0,Mostly Cloudy
2021-09-03,3:00 PM,90,77,66,WNW,12,0,29.61,0.0,Partly Cloudy
2021-08-18,11:00 AM,90,77,66,VAR,2,0,29.79,0.0,Partly Cloudy
2021-07-12,7:00 PM,82,75,79,VAR,2,0,29.7,0.0,Partly Cloudy
2021-08-17,7:30 PM,81,79,94,NNE,6,0,29.79,0.0,Heavy T-Storm
2021-08-25,4:30 AM,77,77,100,VAR,2,0,29.7,0.0,Partly Cloudy
2021-08-07,1:00 PM,91,77,63,W,13,0,29.73,0.0,Mostly Cloudy
2021-08-19,6:00 PM,88,75,66,WNW,3,0,29.67,0.0,Light Rain Shower
2021-08-22,6:30 AM,81,79,94,VAR,2,0,29.76,0.0,Fair
2021-07-06,6:30 PM,81,77,89,WSW,6,0,29.67,0.0,Mostly Cloudy
2021-07-20,9:00 AM,86,77,74,W,5,0,29.79,0.0,Partly Cloudy
2021-07-06,1:00 AM,77,77,100,ENE,1,0,29.67,0.0,Partly Cloudy
2021-07-05,1:30 PM,82,75,79,SW,14,0,29.67,0.0,Light Rain with Thunder
2021-07-07,8:30 AM,84,79,84,SW,5,0,29.73,0.0,Partly Cloudy
2021-08-01,5:00 PM,82,77,84,WSW,18,40,29.64,0.0,Partly Cloudy
2021-08-22,11:30 PM,81,79,94,VAR,3,0,29.79,0.0,Light Rain
2021-08-18,9:30 AM,86,77,74,VAR,3,0,29.79,0.0,Fair
2021-09-03,10:00 AM,88,79,75,W,9,0,29.76,0.0,Mostly Cloudy
2021-08-20,7:00 PM,79,77,94,VAR,2,0,29.79,0.0,Mostly Cloudy
2021-09-01,10:30 PM,79,75,89,NNW,2,0,29.79,0.0,Mostly Cloudy
2021-07-31,5:30 AM,79,79,100,SW,8,0,29.73,0.0,Partly Cloudy
2021-08-02,8:00 AM,84,79,84,WSW,14,0,29.73,0.0,Partly Cloudy
2021-07-07,5:00 PM,79,77,94,SW,10,0,29.67,0.0,Partly Cloudy
2021-08-15,7:30 PM,82,77,84,NW,2,0,29.79,0.0,Fair
2021-08-19,6:30 PM,86,79,79,SSW,12,0,29.7,0.0,T-Storm
2021-07-23,2:00 AM,81,79,94,WSW,9,0,29.7,0.0,Partly Cloudy
2021-08-23,3:30 AM,79,79,100,VAR,2,0,29.73,0.0,Partly Cloudy
2021-07-22,1:00 AM,81,75,84,SW,10,0,29.76,0.0,Partly Cloudy
2021-07-05,1:30 AM,82,81,94,VAR,3,0,29.67,0.0,Partly Cloudy
2021-09-02,12:30 AM,77,75,94,ENE,3,0,29.76,0.0,Mostly Cloudy
2021-07-04,12:30 PM,86,82,89,VAR,3,0,29.67,0.0,Light Rain Shower
2021-07-29,10:00 AM,90,79,70,W,10,0,29.7,0.0,Partly Cloudy
2021-09-04,9:30 PM,79,75,89,WSW,6,0,29.79,0.0,Mostly Cloudy
2021-08-25,5:30 AM,77,77,100,VAR,3,0,29.7,0.0,Partly Cloudy
2021-08-15,9:30 AM,86,79,79,VAR,1,0,29.82,0.0,Mostly Cloudy
2021-08-19,7:30 AM,79,77,94,VAR,1,0,29.76,0.0,Fair
2021-08-13,5:00 AM,79,77,94,CALM,0,0,29.79,0.0,Mostly Cloudy
2021-09-03,2:00 AM,79,75,89,SW,3,0,29.73,0.0,Partly Cloudy
2021-08-07,3:00 AM,81,79,94,WSW,8,0,29.76,0.0,Partly Cloudy
2021-09-01,4:00 PM,90,77,66,SSE,7,0,29.64,0.0,Partly Cloudy
2021-08-04,3:30 PM,79,79,100,WSW,18,0,29.67,0.0,Partly Cloudy
2021-07-03,7:30 AM,84,81,89,VAR,3,0,29.76,0.0,Fair
2021-09-02,8:00 AM,84,77,79,CALM,0,0,29.76,0.0,Partly Cloudy
2021-08-31,5:30 PM,84,79,84,SE,7,0,29.7,0.0,Mostly Cloudy
2021-08-27,2:00 PM,90,75,62,WNW,6,0,29.67,0.0,Mostly Cloudy
2021-09-03,5:00 PM,88,77,70,WNW,6,0,29.64,0.0,Partly Cloudy
2021-08-29,7:30 AM,79,77,94,N,5,0,29.73,0.0,Mostly Cloudy
2021-08-31,12:30 PM,91,77,63,W,5,0,29.73,0.0,Mostly Cloudy
2021-07-17,9:00 AM,86,75,70,WNW,7,0,29.76,0.0,Fair
2021-08-02,1:30 PM,88,77,70,W,18,0,29.67,0.0,Mostly Cloudy
2021-08-21,2:30 PM,91,73,55,VAR,2,0,29.7,0.0,Partly Cloudy
2021-07-14,10:30 PM,79,77,94,NW,2,0,29.76,0.0,Partly Cloudy
2021-07-03,2:30 AM,82,81,94,W,7,0,29.73,0.0,Fair
2021-08-08,1:00 AM,82,79,89,WSW,8,0,29.76,0.0,Partly Cloudy
2021-08-18,8:30 PM,77,77,100,NW,14,31,29.76,0.0,T-Storm
2021-09-02,5:30 PM,84,79,84,NE,5,0,29.67,0.0,Partly Cloudy
2021-08-02,7:30 PM,84,79,84,WSW,12,0,29.7,0.0,Mostly Cloudy
2021-07-18,4:00 AM,81,79,94,WSW,8,0,29.67,0.0,Partly Cloudy
2021-07-17,12:00 PM,91,73,55,WNW,9,0,29.7,0.0,Partly Cloudy
2021-07-10,6:00 PM,86,75,70,S,8,0,29.67,0.0,Partly Cloudy
2021-08-31,4:30 AM,77,77,100,WNW,3,0,29.73,0.0,Partly Cloudy
2021-07-19,8:00 AM,79,75,89,VAR,3,0,29.73,0.0,Mostly Cloudy
2021-08-05,12:00 AM,82,79,89,SW,13,0,29.73,0.0,Partly Cloudy
2021-08-30,10:00 PM,77,77,100,W,1,0,29.82,0.0,Mostly Cloudy
2021-08-04,7:30 AM,82,77,84,WSW,13,0,29.79,0.0,Mostly Cloudy
2021-07-11,1:30 AM,82,77,84,S,6,0,29.76,0.0,Partly Cloudy
2021-08-05,10:30 AM,88,77,70,W,17,0,29.76,0.0,Mostly Cloudy
2021-08-12,10:00 PM,82,77,84,VAR,3,0,29.82,0.0,Partly Cloudy
2021-07-31,9:00 PM,84,79,84,WSW,9,0,29.73,0.0,Partly Cloudy
2021-09-01,3:00 AM,79,77,94,VAR,1,0,29.73,0.0,Partly Cloudy
2021-08-10,10:00 PM,81,77,89,SSW,5,0,29.76,0.0,Mostly Cloudy
2021-07-24,6:30 PM,86,79,79,WSW,14,0,29.67,0.0,Mostly Cloudy
2021-08-18,9:30 PM,77,77,100,NNW,5,0,29.76,0.0,Heavy T-Storm
2021-08-05,12:00 PM,86,81,84,WSW,18,0,29.73,0.0,Partly Cloudy
2021-07-31,11:30 PM,82,79,89,WSW,15,0,29.76,0.0,Partly Cloudy
2021-08-20,3:00 PM,86,77,74,SW,15,0,29.7,0.0,Light Rain with Thunder
2021-07-21,5:00 AM,79,79,100,WSW,5,0,29.73,0.0,Mostly Cloudy
2021-08-14,5:00 PM,88,75,66,WSW,9,0,29.64,0.0,Mostly Cloudy
2021-09-04,7:00 PM,81,77,89,W,2,0,29.7,0.0,Mostly Cloudy
2021-08-04,1:30 PM,91,77,63,W,15,0,29.7,0.0,Partly Cloudy
2021-07-02,11:00 PM,84,79,84,WSW,12,0,29.76,0.0,Fair
2021-08-11,12:30 PM,91,79,66,SW,6,0,29.73,0.0,Light Rain with Thunder
2021-07-08,1:00 PM,82,79,89,NE,7,0,29.7,0.0,Partly Cloudy
2021-07-18,2:00 PM,91,72,52,W,22,35,29.61,0.0,Partly Cloudy
2021-07-26,12:30 PM,88,77,70,W,16,0,29.7,0.0,Mostly Cloudy
2021-08-07,11:30 AM,91,77,63,WNW,12,0,29.76,0.0,Mostly Cloudy
2021-07-23,3:00 AM,81,79,94,WSW,7,0,29.7,0.0,Partly Cloudy
2021-07-15,7:00 PM,77,77,100,WSW,9,0,29.76,0.0,Light Rain
2021-07-23,2:00 PM,77,77,100,WSW,7,0,29.67,0.0,Light Rain
2021-07-30,6:00 PM,84,77,79,WSW,12,0,29.7,0.0,Mostly Cloudy
2021-08-28,7:30 AM,79,77,94,CALM,0,0,29.73,0.0,Partly Cloudy
2021-07-03,1:00 PM,95,75,53,NW,5,0,29.67,0.0,Mostly Cloudy
2021-08-27,11:00 AM,86,77,74,NW,6,0,29.76,0.0,Partly Cloudy
2021-08-16,10:30 PM,79,77,94,VAR,1,0,29.91,0.0,Partly Cloudy
2021-08-08,6:30 PM,88,79,75,WSW,9,0,29.7,0.0,Fair
2021-07-18,2:30 PM,90,72,55,WNW,20,0,29.61,0.0,Partly Cloudy
2021-07-19,5:00 AM,75,73,94,W,7,0,29.7,0.0,Light Rain
2021-07-09,4:00 PM,88,73,62,WSW,13,0,29.64,0.0,Partly Cloudy
2021-07-25,7:30 AM,77,77,100,WSW,8,0,29.76,0.0,Mostly Cloudy
2021-08-26,5:30 AM,77,77,100,VAR,2,0,29.73,0.0,Partly Cloudy
2021-07-07,2:00 AM,79,77,94,SSW,6,0,29.7,0.0,Mostly Cloudy
2021-07-16,7:00 PM,86,75,70,W,5,0,29.73,0.0,Fair
2021-08-09,8:30 AM,86,81,84,WSW,8,0,29.76,0.0,Mostly Cloudy
2021-08-23,1:30 PM,88,77,70,WSW,12,0,29.67,0.0,Partly Cloudy
2021-09-04,2:00 AM,77,77,100,VAR,2,0,29.76,0.0,Light Rain
2021-07-13,1:00 AM,81,77,89,NW,2,0,29.76,0.0,Partly Cloudy
2021-08-13,3:00 PM,90,77,66,NW,6,0,29.67,0.0,Light Rain Shower
2021-07-12,9:00 AM,88,77,70,ESE,6,0,29.79,0.0,Partly Cloudy
2021-08-26,4:30 AM,77,75,94,SSW,1,0,29.73,0.0,Partly Cloudy
2021-08-31,1:30 PM,88,77,70,CALM,0,0,29.7,0.0,Light Rain Shower
2021-08-24,5:30 AM,77,77,100,VAR,1,0,29.7,0.0,Partly Cloudy
2021-09-04,11:30 AM,86,77,74,W,8,0,29.76,0.0,Mostly Cloudy
2021-07-08,11:30 PM,81,77,89,WSW,7,0,29.73,0.0,Partly Cloudy
2021-08-14,7:00 PM,86,75,70,W,6,0,29.7,0.0,Mostly Cloudy
2021-07-06,3:30 PM,84,77,79,W,13,0,29.61,0.0,Partly Cloudy
2021-08-24,11:30 AM,90,77,66,VAR,3,0,29.7,0.0,Light Rain Shower
2021-08-11,11:00 AM,88,79,75,SW,7,0,29.79,0.0,Light Rain Shower
2021-08-20,11:00 AM,90,79,70,VAR,2,0,29.79,0.0,Mostly Cloudy
2021-08-29,6:00 AM,75,75,100,VAR,2,0,29.7,0.0,Partly Cloudy
2021-07-17,10:00 AM,88,75,66,W,15,0,29.76,0.0,Fair
2021-08-20,8:30 AM,84,77,79,CALM,0,0,29.79,0.0,Partly Cloudy
2021-08-21,4:00 PM,90,75,62,N,5,0,29.67,0.0,Light Rain Shower
2021-07-13,5:00 AM,79,77,94,NW,1,0,29.73,0.0,Partly Cloudy
2021-08-26,10:00 AM,86,75,70,SW,10,0,29.76,0.0,Partly Cloudy
2021-07-09,6:00 PM,84,73,70,SW,9,0,29.67,0.0,Partly Cloudy
2021-07-02,6:30 AM,82,81,94,SW,6,0,29.79,0.0,Fair
2021-07-26,12:00 AM,79,77,94,SW,7,0,29.76,0.0,Mostly Cloudy
2021-08-21,1:30 PM,91,73,55,VAR,1,0,29.73,0.0,Mostly Cloudy
2021-08-21,8:00 PM,79,77,94,VAR,1,0,29.76,0.0,Partly Cloudy
2021-09-01,10:00 PM,77,75,94,VAR,1,0,29.79,0.0,Mostly Cloudy
2021-07-06,1:30 PM,86,81,84,WSW,14,0,29.61,0.0,Partly Cloudy
2021-08-19,6:00 AM,75,75,100,VAR,2,0,29.73,0.0,Partly Cloudy
2021-07-19,2:00 AM,77,77,100,NW,1,0,29.7,0.0,Mostly Cloudy
2021-07-30,5:00 AM,77,77,100,WSW,6,0,29.7,0.0,Mostly Cloudy
2021-07-12,6:00 AM,79,79,100,VAR,2,0,29.76,0.0,Fair
2021-07-18,1:00 PM,91,77,63,WNW,18,0,29.61,0.0,Partly Cloudy
2021-07-13,8:00 AM,82,79,89,VAR,3,0,29.76,0.0,Partly Cloudy
2021-09-03,8:30 PM,79,77,94,WSW,3,0,29.76,0.0,Light Rain
2021-09-02,9:30 AM,84,77,79,W,5,0,29.79,0.0,Partly Cloudy
2021-07-16,7:00 AM,79,77,94,VAR,1,0,29.82,0.0,Partly Cloudy
2021-08-07,8:30 PM,81,73,79,WSW,5,0,29.73,0.0,Partly Cloudy
2021-07-16,4:30 AM,75,75,100,W,3,0,29.79,0.0,Partly Cloudy
2021-08-01,2:00 AM,81,77,89,WSW,10,0,29.7,0.0,Mostly Cloudy
2021-08-03,8:30 AM,86,79,79,WSW,15,0,29.76,0.0,Partly Cloudy
2021-07-11,3:00 AM,82,77,84,VAR,3,0,29.73,0.0,Partly Cloudy
2021-08-16,9:30 AM,88,77,70,NNW,6,0,29.88,0.0,Fair
2021-07-28,6:30 PM,81,73,79,W,13,0,29.64,0.0,Partly Cloudy
2021-08-29,3:00 PM,90,77,66,WNW,5,0,29.64,0.0,Partly Cloudy
2021-08-23,12:00 PM,88,77,70,WSW,12,0,29.73,0.0,Partly Cloudy
2021-08-22,2:00 PM,93,75,56,WSW,8,0,29.67,0.0,Mostly Cloudy
2021-08-28,12:30 PM,84,75,74,SE,9,0,29.7,0.0,Light Rain Shower
2021-07-20,3:00 AM,77,73,89,N,2,0,29.73,0.0,Partly Cloudy
2021-07-17,3:30 PM,91,75,59,WNW,10,0,29.61,0.0,Partly Cloudy
2021-08-25,2:30 AM,77,77,100,VAR,3,0,29.7,0.0,Partly Cloudy
2021-07-21,9:30 AM,86,77,74,WSW,16,0,29.76,0.0,Partly Cloudy
2021-09-04,2:30 AM,77,75,94,ESE,2,0,29.76,0.0,Mostly Cloudy
2021-09-01,1:30 PM,91,77,63,S,6,0,29.7,0.0,Partly Cloudy
2021-08-15,10:30 PM,81,77,89,VAR,2,0,29.85,0.0,Fair
2021-08-04,4:30 PM,86,79,79,WSW,14,0,29.67,0.0,Partly Cloudy
2021-08-18,10:00 AM,86,75,70,VAR,3,0,29.82,0.0,Fair
2021-09-01,7:30 PM,82,79,89,S,8,0,29.73,0.0,Partly Cloudy
2021-08-07,6:30 PM,88,79,75,WSW,13,0,29.7,0.0,Partly Cloudy
2021-08-31,8:30 PM,79,77,94,WSW,5,0,29.79,0.0,Mostly Cloudy
2021-07-16,11:00 PM,82,73,74,W,8,0,29.79,0.0,Partly Cloudy
2021-08-08,5:00 PM,91,81,71,WSW,12,0,29.67,0.0,Partly Cloudy
2021-08-09,3:30 AM,82,79,89,SW,8,0,29.73,0.0,Partly Cloudy
2021-08-02,7:00 AM,81,79,94,SW,12,0,29.7,0.0,Partly Cloudy
2021-07-13,12:00 AM,81,77,89,VAR,3,0,29.76,0.0,Partly Cloudy
2021-07-26,6:30 PM,86,79,79,WSW,12,0,29.64,0.0,Fair
2021-07-15,12:00 AM,79,77,94,WNW,6,0,29.73,0.0,Partly Cloudy
2021-08-05,7:00 PM,84,77,79,SW,16,0,29.73,0.0,Fair
2021-07-25,5:30 AM,77,75,94,WSW,5,0,29.73,0.0,Mostly Cloudy
2021-07-20,12:30 AM,77,73,89,WSW,3,0,29.76,0.0,Partly Cloudy
2021-08-20,7:00 AM,81,77,89,VAR,1,0,29.76,0.0,Fair
2021-07-03,11:00 AM,91,81,71,NW,6,0,29.7,0.0,Partly Cloudy
2021-08-14,8:30 PM,84,77,79,WSW,5,0,29.73,0.0,Partly Cloudy
2021-08-27,2:00 AM,77,77,100,VAR,2,0,29.73,0.0,Partly Cloudy
2021-08-02,6:30 PM,84,79,84,WSW,10,0,29.7,0.0,Mostly Cloudy
2021-07-10,1:30 AM,81,77,89,S,7,0,29.7,0.0,Partly Cloudy
2021-08-21,12:00 PM,90,77,66,VAR,3,0,29.76,0.0,Mostly Cloudy
2021-08-26,11:00 PM,77,77,100,ENE,3,0,29.76,0.0,Mostly Cloudy
2021-07-20,4:00 AM,77,73,89,VAR,1,0,29.73,0.0,Partly Cloudy
2021-09-01,8:00 AM,84,77,79,VAR,1,0,29.79,0.0,Partly Cloudy
2021-08-24,3:00 PM,79,79,100,VAR,1,0,29.64,0.0,Partly Cloudy
2021-07-24,3:00 AM,81,79,94,WSW,8,0,29.67,0.0,Mostly Cloudy
2021-09-03,7:30 PM,77,77,100,WNW,5,0,29.73,0.0,Mostly Cloudy
2021-07-29,3:30 PM,77,77,100,WSW,20,0,29.67,0.0,Light Rain
2021-07-09,8:00 PM,82,73,74,SSW,7,0,29.7,0.0,Partly Cloudy
2021-07-30,1:00 PM,90,77,66,W,14,0,29.7,0.0,Mostly Cloudy
2021-08-22,1:30 PM,93,77,59,WSW,9,0,29.7,0.0,Mostly Cloudy
2021-07-29,11:30 PM,77,77,100,WSW,3,0,29.73,0.0,Mostly Cloudy
2021-07-25,10:30 AM,84,75,74,W,14,0,29.76,0.0,Mostly Cloudy
2021-07-21,11:00 PM,81,75,84,WSW,10,0,29.79,0.0,Partly Cloudy
2021-08-06,10:30 PM,82,79,89,WSW,14,0,29.79,0.0,Partly Cloudy
2021-08-03,9:00 AM,86,79,79,W,17,0,29.76,0.0,Partly Cloudy
2021-07-24,11:30 AM,91,77,63,W,17,0,29.7,0.0,Partly Cloudy
2021-07-05,1:00 AM,81,81,100,VAR,2,0,29.67,0.0,Partly Cloudy
2021-08-11,7:00 AM,82,81,94,SSW,6,0,29.76,0.0,Fair
2021-08-07,4:00 AM,81,79,94,SW,10,0,29.76,0.0,Partly Cloudy
2021-08-17,5:00 PM,84,79,84,VAR,3,0,29.73,0.0,Partly Cloudy
2021-07-16,3:30 PM,91,75,59,WNW,9,0,29.67,0.0,Partly Cloudy
2021-08-04,9:00 AM,86,79,79,W,14,0,29.76,0.0,Partly Cloudy
2021-07-27,10:00 AM,88,79,75,WSW,15,0,29.7,0.0,Partly Cloudy
2021-07-01,2:00 AM,81,79,94,SSW,7,0,29.73,0.0,Fair
2021-08-26,2:00 AM,79,75,89,VAR,1,0,29.73,0.0,Mostly Cloudy
2021-08-11,2:00 AM,81,79,94,VAR,3,0,29.73,0.0,Mostly Cloudy
2021-07-11,4:00 PM,91,73,55,SSW,8,0,29.67,0.0,Partly Cloudy
2021-07-29,4:30 PM,77,77,100,WSW,16,0,29.7,0.0,Light Rain
2021-07-30,7:00 AM,79,79,100,WSW,3,0,29.73,0.0,Fair
2021-09-01,4:30 AM,79,77,94,VAR,1,0,29.76,0.0,Partly Cloudy
2021-07-15,5:30 PM,77,77,100,WSW,12,0,29.73,0.0,Light Rain
2021-07-04,5:00 PM,81,75,84,SSW,15,0,29.67,0.0,Partly Cloudy
2021-08-19,3:30 PM,93,70,46,VAR,3,0,29.64,0.0,Partly Cloudy
2021-08-03,2:00 PM,90,77,66,W,17,0,29.67,0.0,Partly Cloudy
2021-08-14,3:00 AM,79,77,94,CALM,0,0,29.73,0.0,Partly Cloudy
2021-07-23,10:30 PM,81,79,94,WSW,12,0,29.73,0.0,Mostly Cloudy
2021-08-23,10:00 PM,79,77,94,VAR,2,0,29.76,0.0,Mostly Cloudy
2021-07-21,4:30 PM,84,73,70,W,14,0,29.67,0.0,Mostly Cloudy
2021-08-07,11:00 AM,90,77,66,W,13,0,29.79,0.0,Mostly Cloudy
2021-07-17,10:00 PM,81,79,94,WSW,8,0,29.73,0.0,Partly Cloudy
2021-08-02,7:00 PM,84,79,84,WSW,9,0,29.7,0.0,Mostly Cloudy
2021-07-04,6:30 AM,84,82,94,SSW,6,0,29.7,0.0,Partly Cloudy
2021-07-26,3:30 PM,91,77,63,W,16,0,29.64,0.0,Showers in the Vicinity
2021-09-02,10:30 PM,79,75,89,VAR,3,0,29.79,0.0,Partly Cloudy
2021-08-22,1:30 AM,81,77,89,SW,6,0,29.79,0.0,Partly Cloudy
2021-07-18,9:00 PM,81,75,84,VAR,1,0,29.73,0.0,Mostly Cloudy
2021-07-14,2:30 AM,79,77,94,VAR,2,0,29.7,0.0,Partly Cloudy
2021-08-22,9:00 PM,81,79,94,VAR,2,0,29.79,0.0,Light Rain
2021-08-02,10:00 PM,82,79,89,WSW,13,0,29.73,0.0,Mostly Cloudy
2021-08-11,6:30 PM,81,77,89,VAR,3,0,29.76,0.0,Partly Cloudy
2021-07-11,4:00 AM,81,77,89,VAR,3,0,29.73,0.0,Partly Cloudy
2021-07-05,10:30 PM,79,77,94,WSW,6,0,29.7,0.0,Partly Cloudy
2021-07-27,4:30 AM,79,79,100,WSW,8,0,29.67,0.0,Fair
2021-07-29,4:00 PM,77,75,94,WSW,17,0,29.67,0.0,Light Rain
2021-07-06,7:00 AM,81,81,100,SSW,5,0,29.67,0.0,Partly Cloudy
2021-09-01,4:00 AM,79,77,94,CALM,0,0,29.76,0.0,Partly Cloudy
2021-08-25,7:30 PM,79,77,94,W,5,0,29.73,0.0,Light Rain
2021-07-26,5:00 PM,88,79,75,WSW,16,0,29.61,0.0,Partly Cloudy
2021-07-30,9:30 PM,82,77,84,WSW,10,0,29.79,0.0,Mostly Cloudy
2021-08-30,7:30 AM,81,77,89,NNW,5,0,29.76,0.0,Mostly Cloudy
2021-08-05,6:00 AM,81,79,94,WSW,10,0,29.73,0.0,Mostly Cloudy
2021-08-21,11:30 AM,91,77,63,CALM,0,0,29.79,0.0,Mostly Cloudy
2021-08-09,5:30 AM,82,79,89,SW,9,0,29.73,0.0,Partly Cloudy
2021-08-10,7:30 AM,84,81,89,SSW,8,0,29.7,0.0,Partly Cloudy
2021-08-07,2:30 PM,91,79,66,WSW,13,0,29.7,0.0,Partly Cloudy
2021-07-09,7:30 PM,82,73,74,SSW,6,0,29.7,0.0,Partly Cloudy
2021-07-21,12:30 PM,84,77,79,WSW,17,0,29.73,0.0,Partly Cloudy
2021-08-09,12:00 PM,93,81,67,WSW,7,0,29.7,0.0,Mostly Cloudy
2021-08-14,9:00 PM,84,77,79,WSW,10,0,29.73,0.0,Mostly Cloudy
2021-07-03,12:30 PM,93,77,59,NW,6,0,29.67,0.0,Mostly Cloudy
2021-08-15,1:30 PM,88,77,70,WNW,7,0,29.76,0.0,Mostly Cloudy
2021-07-17,3:30 AM,79,77,94,W,6,0,29.73,0.0,Partly Cloudy
2021-08-28,6:00 PM,79,79,100,VAR,1,0,29.7,0.0,Light Rain
2021-07-14,12:00 AM,79,79,100,SW,5,0,29.76,0.0,Partly Cloudy
2021-08-27,4:00 PM,91,75,59,WNW,8,0,29.64,0.0,Partly Cloudy
2021-08-25,10:00 PM,79,77,94,W,3,0,29.76,0.0,Mostly Cloudy
2021-07-04,6:00 PM,81,75,84,SE,5,0,29.64,0.0,Partly Cloudy
2021-07-31,3:30 PM,91,79,66,WSW,12,0,29.64,0.0,Partly Cloudy
2021-07-31,12:30 AM,81,77,89,WSW,9,0,29.76,0.0,Mostly Cloudy
2021-08-01,7:30 AM,82,79,89,WSW,12,0,29.73,0.0,Partly Cloudy
2021-07-11,4:30 PM,91,73,55,SSE,9,0,29.67,0.0,Partly Cloudy
2021-09-03,7:00 PM,77,75,94,WNW,7,0,29.7,0.0,Mostly Cloudy
2021-08-01,4:00 PM,90,77,66,WSW,14,0,29.61,0.0,Mostly Cloudy
2021-07-27,9:00 PM,79,77,94,W,6,0,29.67,0.0,Partly Cloudy
2021-07-20,7:30 PM,81,75,84,SSW,5,0,29.73,0.0,Partly Cloudy
2021-07-15,10:30 PM,77,75,94,N,3,0,29.79,0.0,Mostly Cloudy
2021-08-06,3:00 AM,81,79,94,SW,8,0,29.73,0.0,Partly Cloudy
2021-07-30,7:30 PM,82,79,89,WSW,9,0,29.73,0.0,Mostly Cloudy
2021-07-26,10:00 PM,82,79,89,WSW,10,0,29.7,0.0,Fair
2021-07-09,10:00 AM,82,77,84,SW,14,0,29.76,0.0,Mostly Cloudy
2021-08-28,5:30 PM,81,77,89,CALM,0,0,29.67,0.0,Mostly Cloudy
2021-07-31,7:30 PM,86,79,79,WSW,10,0,29.7,0.0,Partly Cloudy
2021-07-29,3:00 PM,79,77,94,SW,17,37,29.64,0.0,Mostly Cloudy
2021-07-17,1:30 PM,91,73,55,WNW,9,0,29.67,0.0,Mostly Cloudy
2021-08-23,9:30 AM,88,79,75,WSW,8,0,29.76,0.0,Mostly Cloudy
2021-07-26,8:00 PM,84,79,84,WSW,13,0,29.67,0.0,Fair
2021-07-24,2:00 PM,90,77,66,W,20,33,29.67,0.0,Partly Cloudy
2021-07-08,1:30 AM,79,77,94,WSW,6,0,29.7,0.0,Partly Cloudy
2021-09-04,7:30 AM,79,77,94,CALM,0,0,29.79,0.0,Mostly Cloudy
2021-08-03,5:00 AM,81,79,94,WSW,12,0,29.7,0.0,Partly Cloudy
2021-07-23,11:00 PM,81,79,94,WSW,12,0,29.73,0.0,Mostly Cloudy
2021-08-04,8:30 PM,82,79,89,WSW,14,0,29.73,0.0,Partly Cloudy
2021-07-24,6:00 AM,81,79,94,WSW,9,0,29.7,0.0,Mostly Cloudy
2021-08-04,5:30 AM,81,77,89,WSW,12,0,29.76,0.0,Mostly Cloudy
2021-08-13,11:30 PM,79,77,94,VAR,1,0,29.79,0.0,Mostly Cloudy
2021-08-18,1:30 AM,75,75,100,VAR,2,0,29.79,0.0,Mostly Cloudy
2021-08-18,4:30 PM,91,73,55,NW,3,0,29.64,0.0,Partly Cloudy
2021-07-13,3:00 PM,91,70,49,ENE,6,0,29.64,0.0,Partly Cloudy
2021-07-18,7:00 AM,82,79,89,W,9,0,29.67,0.0,Partly Cloudy
2021-08-07,2:00 AM,81,79,94,WSW,8,0,29.76,0.0,Partly Cloudy
2021-07-01,5:30 PM,90,79,70,S,12,0,29.7,0.0,Partly Cloudy
